customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,EstimatedCLV,ChurnReasonSegment,CampaignCostPerCustomer,_IsSimulated_CampaignCost,RecommendedCampaign,SimulatedConversionRate,_IsSimulated_ConversionRate,ChurnRiskScore
7706-DZNKK,Male,No,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.45,237.3,No,482.7,Sozlesme Esnekligi Ariyor,18,True,12 Aylik Sozlesmeye Gecis Indirimi (%15),0.28,True,0.19404371821030164
0236-HFWSV,Male,No,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.35,1444.65,Yes,2564.85,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.8292537374553032
3900-AQPHZ,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.9,19.9,Yes,258.7,Sozlesme Esnekligi Ariyor,18,True,12 Aylik Sozlesmeye Gecis Indirimi (%15),0.28,True,0.6184807920028045
5842-POCOP,Female,No,Yes,No,5,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,88.9,454.15,Yes,1520.9500000000003,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.7558868672523468
2037-XJFUP,Male,No,Yes,No,33,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,95.8,3036.75,Yes,4186.35,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.607223216175901
8823-RLPWL,Female,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),110.65,8065.65,No,9393.45,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.07709123685051505
9505-SQFSW,Female,No,Yes,Yes,3,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,40.3,92.5,No,576.0999999999999,Sozlesme Esnekligi Ariyor,18,True,12 Aylik Sozlesmeye Gecis Indirimi (%15),0.28,True,0.5356406728046579
7314-OXENN,Male,No,No,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,82.0,184.65,Yes,1168.65,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.8884513740274242
3758-CKOQL,Female,No,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),107.0,6152.3,No,7436.3,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.3219484077749492
0322-CHQRU,Male,No,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.35,89.5,Yes,633.7,Guvenlik/Yedekleme Eksikligi,8,True,OnlineSecurity + OnlineBackup Paketi 1 Ay Ucretsiz Deneme,0.19,True,0.7410411119823724
5676-CFLYY,Male,No,Yes,Yes,71,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),73.35,5154.5,No,6034.7,Guvenlik/Yedekleme Eksikligi,8,True,OnlineSecurity + OnlineBackup Paketi 1 Ay Ucretsiz Deneme,0.19,True,0.06722661868428839
7521-AFHAB,Female,No,Yes,Yes,5,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.8,220.45,No,758.05,Guvenlik/Yedekleme Eksikligi,8,True,OnlineSecurity + OnlineBackup Paketi 1 Ay Ucretsiz Deneme,0.19,True,0.5789833433068973
0285-INHLN,Male,No,Yes,Yes,27,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),54.75,1510.3,No,2167.3,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.34823240441909475
4678-DVQEO,Female,No,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,52.2,52.2,Yes,678.6000000000001,Guvenlik/Yedekleme Eksikligi,8,True,OnlineSecurity + OnlineBackup Paketi 1 Ay Ucretsiz Deneme,0.19,True,0.7380584237912458
5125-CNDSP,Male,No,No,Yes,63,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),40.6,2588.95,No,3076.1499999999996,Hizmet Memnuniyetsizligi,12,True,3 Ay Ucretsiz TechSupport + Fiber Bakim Kontrolu,0.22,True,0.056879186918157194
0691-IFBQW,Female,Yes,No,No,46,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,110.0,4874.8,Yes,6194.8,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.495998626328765
4992-LTJNE,Male,No,Yes,Yes,72,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),55.3,3983.6,No,4647.2,Guvenlik/Yedekleme Eksikligi,8,True,OnlineSecurity + OnlineBackup Paketi 1 Ay Ucretsiz Deneme,0.19,True,0.030898961809352688
2202-OUTMO,Female,No,Yes,No,34,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),60.85,2003.6,No,2733.8,Guvenlik/Yedekleme Eksikligi,8,True,OnlineSecurity + OnlineBackup Paketi 1 Ay Ucretsiz Deneme,0.19,True,0.21390906962653763
0810-BDHAW,Female,No,Yes,Yes,24,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,One year,No,Electronic check,78.4,1832.4,No,2773.2000000000003,Odeme Surtunmesi,5,True,Otomatik Odemeye Gecis Tesviki (ilk ay %5 indirim),0.15,True,0.19770790149631612
0229-LFJAF,Male,No,No,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),69.65,4908.25,No,5744.05,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.04606825380747068
7131-ZQZNK,Female,No,Yes,Yes,60,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),59.85,3590.2,No,4308.4,Guvenlik/Yedekleme Eksikligi,8,True,OnlineSecurity + OnlineBackup Paketi 1 Ay Ucretsiz Deneme,0.19,True,0.05200198389625966
3442-ZHHCC,Male,No,No,No,68,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),76.9,5023.0,No,5945.8,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.21982264905893498
5726-CVNYA,Female,No,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.85,146.6,No,384.8,Genel Risk,10,True,Kisisellestirilmis Musteri Temsilcisi Aramasi,0.1,True,0.0977872275182613
9871-ELEYA,Female,No,No,Yes,34,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),67.65,2339.3,No,3151.1000000000004,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.09621852380063689
4257-GAESD,Female,No,No,No,6,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),45.0,298.7,No,838.7,Guvenlik/Yedekleme Eksikligi,8,True,OnlineSecurity + OnlineBackup Paketi 1 Ay Ucretsiz Deneme,0.19,True,0.5761606413435673
5173-WXOQV,Male,No,Yes,No,2,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,64.2,143.65,No,914.0500000000001,Sozlesme Esnekligi Ariyor,18,True,12 Aylik Sozlesmeye Gecis Indirimi (%15),0.28,True,0.46569719615226507
2040-OBMLJ,Male,No,No,No,31,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,No,Credit card (automatic),81.7,2548.65,No,3529.05,Guvenlik/Yedekleme Eksikligi,8,True,OnlineSecurity + OnlineBackup Paketi 1 Ay Ucretsiz Deneme,0.19,True,0.18567540080594558
6286-ZHAOK,Female,No,Yes,Yes,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.55,507.4,No,814.0,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.1823830128006583
3807-XHCJH,Female,No,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.0,20.0,No,260.0,Sozlesme Esnekligi Ariyor,18,True,12 Aylik Sozlesmeye Gecis Indirimi (%15),0.28,True,0.631401464391881
3009-JWMPU,Male,No,No,No,62,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,96.75,6125.4,Yes,7286.4,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.5676726395393409
5671-RQRLP,Female,Yes,Yes,No,70,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),75.65,5411.4,No,6319.2,Hizmet Memnuniyetsizligi,12,True,3 Ay Ucretsiz TechSupport + Fiber Bakim Kontrolu,0.22,True,0.1691293618628857
1450-GALXR,Female,No,No,No,10,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,98.5,1058.25,Yes,2240.25,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.8663673285813602
8859-AXJZP,Male,No,Yes,Yes,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,23.8,903.8,No,1189.4,Genel Risk,10,True,Kisisellestirilmis Musteri Temsilcisi Aramasi,0.1,True,0.04021481831286916
3174-AKMAS,Female,No,Yes,No,46,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),64.2,3009.5,No,3779.9,Guvenlik/Yedekleme Eksikligi,8,True,OnlineSecurity + OnlineBackup Paketi 1 Ay Ucretsiz Deneme,0.19,True,0.11576278176896394
3138-BKYAV,Male,No,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.35,489.45,Yes,1513.6499999999999,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.8546082283210429
9926-PJHDQ,Female,No,Yes,Yes,72,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),76.8,5468.45,No,6390.049999999999,Guvenlik/Yedekleme Eksikligi,8,True,OnlineSecurity + OnlineBackup Paketi 1 Ay Ucretsiz Deneme,0.19,True,0.17161612807446067
7382-DFJTU,Male,No,No,No,18,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),55.2,1058.1,No,1720.5,Guvenlik/Yedekleme Eksikligi,8,True,OnlineSecurity + OnlineBackup Paketi 1 Ay Ucretsiz Deneme,0.19,True,0.3767767650951417
2798-NYLMZ,Male,No,Yes,No,71,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108.55,7616.0,No,8918.6,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.30410696740581095
4289-DTDKW,Male,No,Yes,No,40,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.3,4113.1,Yes,5328.700000000001,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.7593017982830408
1820-TQVEV,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.55,69.55,Yes,904.1499999999999,Hizmet Memnuniyetsizligi,12,True,3 Ay Ucretsiz TechSupport + Fiber Bakim Kontrolu,0.22,True,0.9172783439400595
2239-JALAW,Male,No,No,No,58,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),103.25,6017.65,Yes,7256.65,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.5303621427235019
4853-RULSV,Male,No,No,No,70,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),104.0,7250.15,Yes,8498.15,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.45142744013348834
8098-TDCBU,Female,No,Yes,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,25.25,1108.2,No,1411.2,Odeme Surtunmesi,5,True,Otomatik Odemeye Gecis Tesviki (ilk ay %5 indirim),0.15,True,0.044152909113457116
3551-GAEGL,Male,No,Yes,Yes,34,No,No phone service,DSL,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),30.4,938.65,No,1303.4499999999998,Guvenlik/Yedekleme Eksikligi,8,True,OnlineSecurity + OnlineBackup Paketi 1 Ay Ucretsiz Deneme,0.19,True,0.1420001490994247
4785-NKHCX,Male,Yes,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.05,94.15,No,334.75,Sozlesme Esnekligi Ariyor,18,True,12 Aylik Sozlesmeye Gecis Indirimi (%15),0.28,True,0.26809542657531615
3196-NVXLZ,Female,No,No,No,25,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,84.6,2088.05,No,3103.25,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.7153758066627367
6275-YDUVO,Female,No,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,86.2,178.7,Yes,1213.1000000000001,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.8841494262802408
0036-IHMOT,Female,No,Yes,Yes,55,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),103.7,5656.75,No,6901.15,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.29999037551694635
0115-TFERT,Male,No,Yes,No,21,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.2,2317.1,Yes,3651.5,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.7561818872761695
4178-EGMON,Male,No,Yes,No,70,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),88.0,5986.45,No,7042.45,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.0816400482804802
4220-TINQT,Female,No,Yes,No,61,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,106.35,6751.35,No,8027.55,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.5576872417920069
5318-YKDPV,Male,No,Yes,Yes,43,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),79.15,3566.6,No,4516.4,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.09899144373646099
7975-TZMLR,Male,No,No,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,103.1,4889.3,No,6126.5,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.5296430890877544
0295-QVKPB,Male,No,No,No,5,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),63.95,318.1,No,1085.5,Sozlesme Esnekligi Ariyor,18,True,12 Aylik Sozlesmeye Gecis Indirimi (%15),0.28,True,0.4687654651920828
4335-BSMJS,Female,No,No,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.8,1563.95,No,1873.5500000000002,Genel Risk,10,True,Kisisellestirilmis Musteri Temsilcisi Aramasi,0.1,True,0.028162462001188597
2311-QYMUQ,Female,No,Yes,Yes,16,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),89.45,1430.25,Yes,2503.65,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.7223109562804506
3643-AHCFP,Male,Yes,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.6,644.35,Yes,1791.5499999999997,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.9111171509617438
9146-JRIOX,Female,No,Yes,Yes,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,25.55,372.45,No,679.05,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.2028187508693856
3104-OWCGK,Male,No,Yes,Yes,60,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Electronic check,90.95,5453.4,Yes,6544.799999999999,Odeme Surtunmesi,5,True,Otomatik Odemeye Gecis Tesviki (ilk ay %5 indirim),0.15,True,0.4731964235681064
5337-IIWKZ,Male,No,Yes,Yes,34,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,44.85,1442.6,No,1980.8,Guvenlik/Yedekleme Eksikligi,8,True,OnlineSecurity + OnlineBackup Paketi 1 Ay Ucretsiz Deneme,0.19,True,0.2384325940423641
9101-BWFSS,Female,No,Yes,No,50,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,108.55,5610.7,Yes,6913.299999999999,Odeme Surtunmesi,5,True,Otomatik Odemeye Gecis Tesviki (ilk ay %5 indirim),0.15,True,0.5297208722348113
9650-VBUOG,Male,No,Yes,Yes,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.05,963.95,No,1264.5500000000002,Odeme Surtunmesi,5,True,Otomatik Odemeye Gecis Tesviki (ilk ay %5 indirim),0.15,True,0.036867939975499614
3487-EARAT,Female,No,Yes,Yes,70,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),74.1,5222.3,No,6111.5,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.17870981751948653
2672-TGEFF,Female,No,Yes,Yes,37,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,88.8,3340.55,No,4406.15,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.635203342956802
9231-ZJYAM,Female,Yes,No,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,78.85,292.8,Yes,1239.0,Guvenlik/Yedekleme Eksikligi,8,True,OnlineSecurity + OnlineBackup Paketi 1 Ay Ucretsiz Deneme,0.19,True,0.8600079444615147
4250-WAROZ,Male,Yes,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,93.25,5774.55,No,6893.55,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.3388181565140911
8184-WMOFI,Male,No,Yes,Yes,62,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),71.4,4487.3,No,5344.1,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.14044612917889815
6982-SSHFK,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.4,44.4,Yes,577.1999999999999,Guvenlik/Yedekleme Eksikligi,8,True,OnlineSecurity + OnlineBackup Paketi 1 Ay Ucretsiz Deneme,0.19,True,0.7319343868301006
6092-QZVPP,Male,No,No,No,36,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),79.2,2854.95,No,3805.35,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.212177348762712
4625-LAMOB,Male,No,No,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.4,905.55,No,1150.35,Odeme Surtunmesi,5,True,Otomatik Odemeye Gecis Tesviki (ilk ay %5 indirim),0.15,True,0.025882345503381622
0727-BMPLR,Female,Yes,No,No,55,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,100.0,5509.3,Yes,6709.3,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.5792626616785578
0392-BZIUW,Female,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),105.0,7589.8,No,8849.8,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.1388262752148913
1038-ZAGBI,Female,No,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.8,229.6,Yes,467.20000000000005,Odeme Surtunmesi,5,True,Otomatik Odemeye Gecis Tesviki (ilk ay %5 indirim),0.15,True,0.24351529491510396
6549-NNDYT,Female,No,No,No,13,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),30.85,394.1,No,764.3000000000001,Guvenlik/Yedekleme Eksikligi,8,True,OnlineSecurity + OnlineBackup Paketi 1 Ay Ucretsiz Deneme,0.19,True,0.4688568889102648
3027-ZTDHO,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.9,89.9,Yes,1168.7000000000003,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.9219888726354977
0422-OHQHQ,Female,No,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.55,295.95,No,542.55,Odeme Surtunmesi,5,True,Otomatik Odemeye Gecis Tesviki (ilk ay %5 indirim),0.15,True,0.04650471757939284
6916-HIJSE,Female,No,No,No,65,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),84.85,5459.2,No,6477.4,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.056300618658615194
2316-ESMLS,Female,No,Yes,Yes,12,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),33.15,444.75,No,842.55,Guvenlik/Yedekleme Eksikligi,8,True,OnlineSecurity + OnlineBackup Paketi 1 Ay Ucretsiz Deneme,0.19,True,0.1476910545481836
9778-OGKQZ,Male,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),92.0,6782.15,No,7886.15,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.02349652298958129
7408-OFWXJ,Female,No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.8,6510.45,No,7588.049999999999,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.016516490286073115
6007-TCTST,Female,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),115.8,8476.5,No,9866.1,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.05718627316302829
2252-NKNSI,Male,No,No,Yes,52,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,85.15,4461.85,No,5483.650000000001,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.08045764163751896
8713-IGZSO,Male,No,No,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.85,62.0,No,360.20000000000005,Sozlesme Esnekligi Ariyor,18,True,12 Aylik Sozlesmeye Gecis Indirimi (%15),0.28,True,0.24864282493014045
7905-TVXTA,Female,No,No,No,5,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,64.35,352.65,No,1124.85,Sozlesme Esnekligi Ariyor,18,True,12 Aylik Sozlesmeye Gecis Indirimi (%15),0.28,True,0.4666921391578769
7695-PKLCZ,Female,No,No,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.5,1424.9,No,1670.9,Odeme Surtunmesi,5,True,Otomatik Odemeye Gecis Tesviki (ilk ay %5 indirim),0.15,True,0.018213460949813097
2382-BCKQJ,Female,No,No,Yes,62,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,100.15,6413.65,Yes,7615.45,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.5627913819249325
8374-UULRV,Male,No,No,No,72,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),86.05,6309.65,No,7342.25,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.06083684692065917
2207-NHRJK,Male,No,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,50.8,50.8,Yes,660.3999999999999,Sozlesme Esnekligi Ariyor,18,True,12 Aylik Sozlesmeye Gecis Indirimi (%15),0.28,True,0.7532464030322492
3224-DFQNQ,Female,No,Yes,No,66,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Electronic check,89.0,5898.6,No,6966.6,Odeme Surtunmesi,5,True,Otomatik Odemeye Gecis Tesviki (ilk ay %5 indirim),0.15,True,0.1694831062640428
5275-PMFUT,Male,No,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),64.8,4719.75,No,5497.35,Genel Risk,10,True,Kisisellestirilmis Musteri Temsilcisi Aramasi,0.1,True,0.019894438757451754
4795-UXVCJ,Male,No,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.8,457.3,No,694.9000000000001,Odeme Surtunmesi,5,True,Otomatik Odemeye Gecis Tesviki (ilk ay %5 indirim),0.15,True,0.03064722444079648
9777-IQHWP,Male,No,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),93.4,5822.3,No,6943.1,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.1508000452163093
0947-MUGVO,Male,Yes,Yes,No,20,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,73.65,1463.5,Yes,2347.3,Hizmet Memnuniyetsizligi,12,True,3 Ay Ucretsiz TechSupport + Fiber Bakim Kontrolu,0.22,True,0.7434784504125406
